filename,row,col,x,y,w,h,area,label
img2_r14_c02.png,14,2,694,809,23,51,596,
img2_r14_c03.png,14,3,958,830,30,45,716,
img2_r14_c04.png,14,4,1029,820,27,57,774,
img2_r14_c05.png,14,5,1132,820,31,56,552,
img2_r14_c06.png,14,6,1199,818,24,56,927,
img2_r14_c07.png,14,7,1256,810,19,29,297,
img2_r14_c08.png,14,8,1632,813,23,42,651,
img2_r14_c09.png,14,9,2470,841,27,25,294,
img2_r15_c00.png,15,0,1282,899,25,41,469,
img2_r15_c01.png,15,1,2243,875,25,72,833,
img2_r15_c02.png,15,2,2311,884,27,67,478,
img2_r15_c03.png,15,3,2402,854,30,67,891,
img2_r16_c00.png,16,0,329,919,28,41,859,
img2_r16_c01.png,16,1,407,909,12,50,345,
img2_r16_c02.png,16,2,545,908,34,35,409,
img2_r16_c03.png,16,3,707,903,26,54,507,
img2_r16_c04.png,16,4,816,906,45,62,860,
img2_r16_c05.png,16,5,953,923,42,58,785,
img2_r16_c06.png,16,6,1039,918,28,59,845,
img2_r16_c07.png,16,7,1212,904,32,72,1476,
img2_r16_c08.png,16,8,1732,936,17,62,541,
img2_r16_c09.png,16,9,1978,926,36,58,644,
img2_r16_c10.png,16,10,2085,911,38,74,854,
img2_r16_c11.png,16,11,2178,908,39,56,521,
img2_r17_c00.png,17,0,1308,993,23,69,624,
img2_r17_c01.png,17,1,1640,967,26,46,864,
img2_r17_c02.png,17,2,1865,951,43,41,467,
img2_r17_c03.png,17,3,2256,978,34,77,747,
img2_r17_c04.png,17,4,2324,981,39,61,492,
img2_r17_c05.png,17,5,2418,971,26,66,1022,
img2_r17_c06.png,17,6,2484,951,33,77,488,
img2_r18_c00.png,18,0,320,1019,33,29,662,
img2_r18_c01.png,18,1,435,1014,12,45,316,
img2_r18_c02.png,18,2,554,1003,28,42,478,
img2_r18_c03.png,18,3,707,1008,28,58,629,
img2_r18_c04.png,18,4,825,1000,16,71,406,
img2_r18_c05.png,18,5,845,1007,11,37,210,
img2_r18_c06.png,18,6,956,1016,46,56,853,
img2_r18_c07.png,18,7,1045,1019,25,59,781,
img2_r18_c08.png,18,8,1141,1016,44,63,722,
img2_r18_c09.png,18,9,1230,1005,28,66,1009,
img2_r18_c10.png,18,10,1997,1036,25,43,390,
img2_r18_c11.png,18,11,2071,1019,41,64,714,
img2_r18_c12.png,18,12,2173,1016,40,55,608,
img2_r19_c00.png,19,0,1650,1090,25,41,698,
img2_r19_c01.png,19,1,1867,1066,40,38,440,
img2_r20_c00.png,20,0,327,1126,27,25,466,
img2_r20_c01.png,20,1,423,1120,10,40,272,
img2_r20_c02.png,20,2,554,1109,32,45,544,
img2_r20_c03.png,20,3,704,1106,27,51,572,
img2_r20_c04.png,20,4,826,1106,36,48,744,
img2_r20_c05.png,20,5,952,1121,37,46,773,
img2_r20_c06.png,20,6,1049,1104,27,59,839,
img2_r20_c07.png,20,7,1153,1109,37,60,656,
img2_r20_c08.png,20,8,1247,1102,17,72,650,
img2_r20_c09.png,20,9,1315,1093,35,69,1084,
img2_r20_c10.png,20,10,2266,1120,31,65,1011,
img2_r20_c11.png,20,11,2357,1122,33,59,489,
img2_r20_c12.png,20,12,2442,1110,33,69,1269,
img2_r20_c13.png,20,13,2496,1094,27,42,371,
img2_r21_c00.png,21,0,1852,1183,44,48,494,
img2_r21_c01.png,21,1,1984,1166,29,49,503,
img2_r21_c02.png,21,2,2051,1156,46,62,756,
img2_r21_c03.png,21,3,2171,1147,34,58,545,
img2_r22_c00.png,22,0,325,1215,30,39,860,
img2_r22_c01.png,22,1,406,1213,11,45,297,
img2_r22_c02.png,22,2,548,1225,34,43,489,
img2_r22_c03.png,22,3,712,1224,28,49,615,
img2_r22_c04.png,22,4,836,1216,41,45,763,
img2_r22_c05.png,22,5,942,1211,41,59,791,
img2_r22_c06.png,22,6,1060,1202,24,58,734,
img2_r22_c07.png,22,7,1159,1215,33,57,577,
img2_r22_c08.png,22,8,1246,1200,32,62,1227,
img2_r22_c09.png,22,9,1320,1187,28,76,558,
img2_r22_c10.png,22,10,1659,1201,25,39,681,
img2_r22_c11.png,22,11,1758,1190,11,55,303,
img2_r23_c00.png,23,0,895,1269,54,13,215,
img2_r23_c01.png,23,1,910,1272,87,63,2196,
img2_r23_c02.png,23,2,2462,1260,30,66,1021,
img2_r23_c03.png,23,3,2504,1249,31,48,444,
img2_r24_c00.png,24,0,809,1290,69,40,607,
img2_r24_c01.png,24,1,985,1312,44,27,471,
img2_r24_c02.png,24,2,1036,1297,68,42,691,
img2_r24_c03.png,24,3,1107,1320,27,22,210,
img2_r24_c04.png,24,4,1133,1279,82,105,2158,
img2_r24_c05.png,24,5,1223,1282,34,38,1154,
img2_r24_c06.png,24,6,1269,1282,161,138,6102,
img2_r24_c07.png,24,7,1478,1291,72,64,1671,
img2_r24_c08.png,24,8,1659,1335,29,39,774,
img2_r24_c09.png,24,9,1751,1320,12,45,240,
img2_r24_c10.png,24,10,1857,1316,37,32,347,
img2_r24_c11.png,24,11,1946,1305,25,53,409,
img2_r24_c12.png,24,12,2048,1286,45,63,751,
img2_r24_c13.png,24,13,2161,1284,41,61,748,
img2_r24_c14.png,24,14,2265,1310,23,36,386,
img2_r25_c00.png,25,0,308,1344,34,59,765,
img2_r25_c01.png,25,1,403,1357,18,49,362,
img2_r25_c02.png,25,2,544,1370,34,52,579,
img2_r25_c03.png,25,3,669,1371,38,70,893,
img2_r25_c04.png,25,4,781,1377,28,68,452,
img2_r25_c05.png,25,5,813,1379,21,41,357,
img2_r25_c06.png,25,6,905,1394,52,50,641,
img2_r25_c07.png,25,7,927,1358,37,33,285,
img2_r25_c08.png,25,8,1042,1375,24,70,845,
img2_r25_c09.png,25,9,1153,1340,78,98,1920,
img2_r25_c10.png,25,10,1253,1344,41,90,1802,
img2_r25_c11.png,25,11,2472,1380,32,61,1162,
img2_r25_c12.png,25,12,2518,1366,27,39,600,
img2_r26_c00.png,26,0,1080,1446,21,41,212,
img2_r26_c01.png,26,1,1148,1437,13,63,426,
img2_r26_c02.png,26,2,1164,1434,37,75,958,
img2_r26_c03.png,26,3,1198,1422,41,59,749,
img2_r26_c04.png,26,4,1268,1444,75,26,568,
img2_r26_c05.png,26,5,1341,1414,122,36,1381,
img2_r26_c06.png,26,6,1479,1417,24,32,253,
img2_r26_c07.png,26,7,2056,1442,40,54,878,
img2_r26_c08.png,26,8,2168,1432,38,53,759,
img2_r26_c09.png,26,9,2257,1416,28,52,861,
img2_r27_c00.png,27,0,546,1483,55,38,781,
img2_r27_c01.png,27,1,594,1482,38,61,700,
img2_r27_c02.png,27,2,636,1484,35,22,531,
img2_r27_c03.png,27,3,714,1484,41,17,364,
img2_r27_c04.png,27,4,1269,1473,42,20,355,
img2_r27_c05.png,27,5,1311,1460,78,40,1047,
img2_r27_c06.png,27,6,1392,1460,38,30,302,
img2_r27_c07.png,27,7,1663,1480,30,38,801,
img2_r27_c08.png,27,8,1735,1469,10,36,214,
img2_r27_c09.png,27,9,1837,1448,41,52,528,
img2_r27_c10.png,27,10,1960,1454,29,48,465,
img2_r28_c00.png,28,0,292,1513,36,55,706,
img2_r28_c01.png,28,1,374,1526,19,49,427,
img2_r28_c02.png,28,2,439,1485,132,74,4230,
img2_r28_c03.png,28,3,643,1522,28,31,446,
img2_r28_c04.png,28,4,685,1486,31,19,213,
img2_r28_c05.png,28,5,1346,1505,24,22,311,
img2_r28_c06.png,28,6,2478,1516,32,71,1393,
img2_r28_c07.png,28,7,2535,1506,34,77,440,
img2_r29_c00.png,29,0,642,1566,37,25,577,
img2_r29_c01.png,29,1,712,1542,72,80,1453,
img2_r29_c02.png,29,2,808,1585,20,24,227,
img2_r29_c03.png,29,3,1666,1578,35,38,949,
img2_r29_c04.png,29,4,1755,1570,14,45,304,
img2_r29_c05.png,29,5,1858,1566,31,43,422,
img2_r29_c06.png,29,6,1986,1573,27,53,474,
img2_r29_c07.png,29,7,2072,1558,45,64,888,
img2_r29_c08.png,29,8,2183,1553,33,50,691,
img2_r29_c09.png,29,9,2261,1541,28,67,945,
img2_r30_c00.png,30,0,344,1615,22,27,218,
img2_r30_c01.png,30,1,1538,1608,30,33,522,
img2_r31_c00.png,31,0,261,1658,44,52,1486,
img2_r31_c01.png,31,1,562,1643,39,19,346,
img2_r31_c02.png,31,2,1570,1642,45,59,733,
img2_r31_c03.png,31,3,2472,1675,28,68,1104,
img2_r31_c04.png,31,4,2528,1664,25,62,370,
img2_r32_c00.png,32,0,484,1695,48,29,660,
img2_r32_c01.png,32,1,641,1705,22,26,342,
img2_r32_c02.png,32,2,725,1692,39,42,696,
img2_r32_c03.png,32,3,1661,1701,62,46,1031,
img2_r32_c04.png,32,4,1759,1711,14,49,295,
img2_r32_c05.png,32,5,1879,1701,25,41,350,
img2_r32_c06.png,32,6,1895,1691,42,39,484,
img2_r32_c07.png,32,7,1980,1703,20,45,405,
img2_r32_c08.png,32,8,2089,1689,41,60,815,
img2_r32_c09.png,32,9,2201,1689,41,57,693,
img2_r32_c10.png,32,10,2268,1679,30,65,978,
img2_r33_c00.png,33,0,1556,1727,119,65,1591,
img2_r33_c01.png,33,1,1692,1739,25,41,228,
img2_r33_c02.png,33,2,1733,1769,25,28,258,
img2_r33_c03.png,33,3,1906,1735,91,88,2560,
img2_r33_c04.png,33,4,1992,1738,29,30,202,
img2_r33_c05.png,33,5,2008,1761,50,26,424,
img2_r34_c00.png,34,0,247,1799,35,41,1079,
img2_r34_c01.png,34,1,1647,1791,28,28,201,
img2_r34_c02.png,34,2,1750,1778,70,94,2960,
img2_r34_c03.png,34,3,1844,1821,99,80,2787,
img2_r34_c04.png,34,4,1979,1796,46,74,949,
img2_r34_c05.png,34,5,2077,1804,57,72,1000,
img2_r34_c06.png,34,6,2219,1816,40,58,723,
img2_r34_c07.png,34,7,2295,1813,27,63,869,
img2_r34_c08.png,34,8,2396,1820,31,52,507,
img2_r34_c09.png,34,9,2479,1809,35,62,1258,
img2_r34_c10.png,34,10,2549,1785,25,80,452,
img2_r35_c00.png,35,0,323,1856,36,57,1280,
img2_r35_c01.png,35,1,415,1855,22,45,460,
img2_r35_c02.png,35,2,438,1840,89,117,2581,
img2_r35_c03.png,35,3,541,1834,96,64,2644,
img2_r35_c04.png,35,4,1650,1837,26,24,418,
img2_r36_c00.png,36,0,250,1938,37,43,1218,
img2_r36_c01.png,36,1,476,1966,31,29,543,
img2_r36_c02.png,36,2,1824,1904,84,121,3261,
img2_r36_c03.png,36,3,1972,1949,36,53,540,
img2_r36_c04.png,36,4,2100,1949,44,65,807,
img2_r36_c05.png,36,5,2216,1957,49,61,1206,
img2_r36_c06.png,36,6,2496,1955,32,71,1340,
img2_r36_c07.png,36,7,2561,1934,23,79,578,
img2_r37_c00.png,37,0,308,1982,47,51,1054,
img2_r37_c01.png,37,1,1926,1995,23,22,213,
img2_r37_c02.png,37,2,2322,1987,20,37,463,
img2_r38_c00.png,38,0,1939,2023,43,49,799,
img2_r38_c01.png,38,1,1976,2033,41,92,1358,
img2_r38_c02.png,38,2,2570,2058,28,56,419,
img2_r39_c00.png,39,0,1874,2076,20,35,231,
img2_r39_c01.png,39,1,1996,2060,70,68,975,
img2_r39_c02.png,39,2,2078,2067,42,65,822,
img2_r39_c03.png,39,3,2111,2087,37,50,1079,
img2_r39_c04.png,39,4,2206,2067,43,57,1004,
img2_r39_c05.png,39,5,2310,2061,27,70,964,
img2_r39_c06.png,39,6,2521,2063,32,67,1297,
img2_r40_c00.png,40,0,231,2092,38,37,879,
img2_r40_c01.png,40,1,300,2089,114,101,4798,
img2_r40_c02.png,40,2,467,2114,33,11,213,
img2_r40_c03.png,40,3,2016,2150,30,26,242,
img2_r40_c04.png,40,4,2038,2133,17,43,282,
img2_r40_c05.png,40,5,2059,2132,35,65,508,
img2_r41_c00.png,41,0,330,2171,37,62,699,
img2_r41_c01.png,41,1,2068,2175,47,47,815,
img2_r41_c02.png,41,2,2119,2181,17,39,316,
img2_r41_c03.png,41,3,2119,2194,35,57,556,
img2_r41_c04.png,41,4,2210,2199,35,53,553,
img2_r41_c05.png,41,5,2447,2200,36,53,496,
img2_r41_c06.png,41,6,2541,2190,27,68,1187,
img2_r41_c07.png,41,7,2590,2179,31,68,700,
img2_r42_c00.png,42,0,214,2222,39,35,1011,
img2_r42_c01.png,42,1,294,2200,52,114,2469,
img2_r42_c02.png,42,2,376,2213,59,31,839,
img2_r42_c03.png,42,3,440,2220,33,24,604,
img2_r42_c04.png,42,4,440,2247,43,22,387,
img2_r42_c05.png,42,5,2089,2248,38,30,553,
img2_r42_c06.png,42,6,2135,2268,28,33,441,
img2_r43_c00.png,43,0,56,2296,17,48,227,
img2_r43_c01.png,43,1,2151,2285,48,57,614,
img2_r43_c02.png,43,2,2211,2307,75,84,2076,
img2_r43_c03.png,43,3,2232,2294,26,18,206,
img2_r43_c04.png,43,4,2305,2307,49,86,1314,
img2_r43_c05.png,43,5,2548,2316,30,72,1353,
img2_r43_c06.png,43,6,2605,2315,21,25,221,
img2_r44_c00.png,44,0,45,2339,15,40,264,
img2_r44_c01.png,44,1,63,2343,32,35,353,
img2_r44_c02.png,44,2,184,2352,136,80,4375,
img2_r44_c03.png,44,3,2096,2334,24,58,463,
img2_r44_c04.png,44,4,2129,2356,20,48,416,
img2_r44_c05.png,44,5,2150,2343,48,62,2126,
img2_r44_c06.png,44,6,2475,2386,31,26,287,
img2_r45_c00.png,45,0,39,2393,55,83,1850,
img2_r45_c01.png,45,1,199,2407,37,44,321,
img2_r45_c02.png,45,2,2510,2391,24,48,419,
img2_r45_c03.png,45,3,2552,2393,90,18,450,
img2_r46_c00.png,46,0,96,2455,60,40,650,
img2_r46_c01.png,46,1,2542,2418,59,83,1782,
img2_r46_c02.png,46,2,2597,2429,40,38,735,
img2_r46_c03.png,46,3,2642,2426,28,49,393,
img2_r46_c04.png,46,4,2649,2475,45,41,904,
img2_r47_c00.png,47,0,2665,2526,25,28,240,
img2_r48_c00.png,48,0,2582,2567,27,38,710,
img2_r48_c01.png,48,1,2635,2565,18,33,278,
img2_r49_c00.png,49,0,2584,2608,32,35,762,
img2_r50_c00.png,50,0,2583,2682,35,70,1368,
img2_r50_c01.png,50,1,2641,2675,23,38,490,
img2_r50_c02.png,50,2,2855,2672,18,28,203,
img2_r51_c00.png,51,0,2823,2790,42,55,550,
img2_r52_c00.png,52,0,2583,2830,19,31,340,
img2_r52_c01.png,52,1,2848,2812,140,137,4907,
img2_r53_c00.png,53,0,2956,2888,116,101,4392,
img2_r54_c00.png,54,0,3038,2972,34,14,243,
img2_r55_c00.png,55,0,3031,3176,25,37,232,
